ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents   label   detailed-label,Tunnel,Traffic_Labeled,Malware
2019-09-20 22:23:53.800334080,Cci5wEaGVOeWcNsP8,192.168.1.195,31645,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:13.775965952,Cos4GF8eetd3q2Ah8,192.168.1.195,8205,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:48.991720960,C0Y6MU1t1FEXa17U6i,162.248.88.215,62336,192.168.1.195,6667,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:24:48.348967168,CAyL2m3YpsfIQEZ0s7,192.168.1.195,58945,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:23:42.975863808,CeCRxb3mQB7OvPMJo1,162.248.88.215,62336,192.168.1.195,5269,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 18:05:36.777792000,CWexc819tfnoJ9vdwf,192.168.1.195,123,89.221.210.188,123,udp,,0 days 00:00:00.000002,96,0,S0,,,0,D,2,152,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:28:46.808276992,C8usLa2U6Yj6alhIqc,162.248.88.215,62336,192.168.1.195,6669,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:03.587495936,Cbgzro3BBzQbCc6pEj,192.168.1.195,2830,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:23:59.200326912,CttCt6uvHsgepKlcd,192.168.1.195,21837,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:25.503247872,CrOlgI3Rswusg4R886,162.248.88.215,62336,192.168.1.195,445,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:06.359066112,ChW2lR3y5n5jFz7nb8,192.168.1.195,20842,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:39.265363968,Cyrvya375eALRmK7F8,162.248.88.215,62336,192.168.1.195,636,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:25:15.257710080,Cgjpih1B5ifevEIql5,162.248.88.215,62336,192.168.1.195,502,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:44.595205120,CpnQr2I2CFVeH1u7f,192.168.1.195,18909,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:11.761046784,CczOxe15yRmATeaEpc,162.248.88.215,62336,192.168.1.195,3389,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:30.308541184,CD42qy3GKDbGiWFtO1,162.248.88.215,62336,192.168.1.195,631,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:45.477016832,C6xdA24V0jJW6gJz36,192.168.1.195,65252,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:45.343323904,C2PLfZ2FbQEbFu1yXj,162.248.88.215,62336,192.168.1.195,20000,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:24:56.819140864,CozgkDSB7jni5MSTh,192.168.1.195,57166,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:32.054401024,CvyVQW2c6RwESZU8Ne,162.248.88.215,62336,192.168.1.195,88,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:25:23.689143040,C2SYS3dFZuNcdjRNl,192.168.1.195,20699,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:50.997189120,CBRIvb2mCTxBimSuFb,192.168.1.195,42022,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:52.273271040,C5j73QKMoLomjspYk,192.168.1.195,12280,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 19:23:06.774818816,CjnIIc15s8vYqbRR4j,192.168.1.195,123,81.2.254.32,123,udp,,0 days 00:00:00.005248,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:26:03.330617856,Cwcrwj20606LRtHsI9,162.248.88.215,62336,192.168.1.195,5269,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 07:27:57.775655936,CxpOEL3Blb2I7LvUMd,192.168.1.195,123,89.221.218.101,123,udp,,0 days 00:00:00.000003,96,0,S0,,,0,D,2,152,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:28:05.304835072,CwnQPk4eR8eoy5uF57,162.248.88.215,62336,192.168.1.195,6669,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:30.269808128,CJxvLjBS27Kj54Zk1,162.248.88.215,62336,192.168.1.195,1080,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:22.189702144,Cd0kxd1SbfVdynCuEi,162.248.88.215,62336,192.168.1.195,1080,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:21.689455872,CiNvCk35nlAd037Cn5,162.248.88.215,62336,192.168.1.195,8080,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:28:49.209542144,CplWxQ3XuDSLURhd9g,192.168.1.195,16187,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:28:48.570123008,CTy4dY2Rfei31GMweg,162.248.88.215,62336,192.168.1.195,8888,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:28:22.478765056,CNaGuy1r8QvLGL75Yk,162.248.88.215,62336,192.168.1.195,443,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:30.985438976,Ce1DbI3iILDTNXlfI3,162.248.88.215,62336,192.168.1.195,20000,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:24:21.681849088,CctM8c334TzsvHWZVh,192.168.1.195,34741,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:03.430006016,CVRSN81eSHUnU12cS,162.248.88.215,62336,192.168.1.195,631,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:35.054850048,CObBE212jBpAyRoQCi,162.248.88.215,62336,192.168.1.195,53,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:28.398262016,C78ZYu4J0U8mjNTsm6,192.168.1.195,31692,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 17:59:03.777369088,Cv59rl13nOAZQuth3c,192.168.1.195,123,89.221.218.101,123,udp,,0 days 00:00:00.000003,96,0,S0,,,0,D,2,152,0,0,-   Benign   -,-,Benign, -
2019-09-20 15:35:04.772715008,CZB6O11xAj8NyQg8K,192.168.1.195,123,81.2.254.32,123,udp,,0 days 00:00:00.005250,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:26:55.831217152,CbR3GW38MdVK4HeD8,192.168.1.195,30425,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:56.128540160,CW0Ytx40WUiznhQ7wg,162.248.88.215,62336,192.168.1.195,993,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 06:31:51.773379072,C6jps62Wr1JtpBllIc,192.168.1.195,123,212.111.30.190,123,udp,,0 days 00:00:00.000003,96,0,S0,,,0,D,2,152,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:24:44.856502016,C2p9W82B8N6yGOVgRb,162.248.88.215,62336,192.168.1.195,5223,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:35.815970048,CDCAvq3ciefIjzVZQ6,192.168.1.195,30263,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:14.222908928,CfD1Ew3jh2xNrAZkQc,192.168.1.195,52600,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:37.052491008,Ce7NRc15yvVBxiPk96,192.168.1.195,4117,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:51.930887936,CyPOc9OFQYDR1sL21,192.168.1.195,8256,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:28:35.537560832,CZjj6z1sIkUUyk9pKl,192.168.1.195,48377,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:45.057735936,CrdOdondAFGVAU9v7,162.248.88.215,62336,192.168.1.195,3128,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:24:43.735079168,CTjwqg1yx899qxCbSg,192.168.1.195,8138,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:21.610133760,CMV6QK2ay2qwYoDIX4,162.248.88.215,62336,192.168.1.195,990,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:37.236478976,CW3Fpd3CHcENoaGxje,162.248.88.215,62336,192.168.1.195,445,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:24:33.955579136,Csi24z28Zr7RUaiG87,192.168.1.195,40062,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:44.329858048,CIv1uG294qRixmAWQf,192.168.1.195,43359,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:58.334618112,CQ0HVt128Ys5FJR5jc,192.168.1.195,16145,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:12.952888064,C0v7SecqLLpKq9sLb,162.248.88.215,62336,192.168.1.195,8080,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 05:59:53.771394048,C1JLK6239Q7Z59t2ji,192.168.1.195,123,89.221.218.101,123,udp,,0 days 00:00:00.000003,96,0,S0,,,0,D,2,152,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:16.311214080,CxpBJn1KLGiDVlfFi6,192.168.1.195,29683,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:47.854473216,CiVk4U3M149QtAaGt1,162.248.88.215,62336,192.168.1.195,3128,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:05.116249088,CQXjNl1uWkklQ54GQk,162.248.88.215,62336,192.168.1.195,992,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:35.281487104,CaCHbF3Fv3RFvASn2d,162.248.88.215,62336,192.168.1.195,3128,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 01:32:02.773583872,Cdf4HT94rbhXVZaxe,192.168.1.195,123,81.2.254.32,123,udp,,0 days 00:00:00.005249,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:24:17.201385984,CuY5Xbz0Tekrad6ql,192.168.1.195,11921,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:01.698891008,C0nGlo3ABYIxcsEfKh,192.168.1.195,13979,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:58.944798976,CQkO5A2QCZQr8slyye,162.248.88.215,62336,192.168.1.195,21,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:38.063062016,CVIsG41NEwM8TpZkOg,162.248.88.215,62336,192.168.1.195,143,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:23:41.559084032,CjZvGu2ev7xLCCPu7k,192.168.1.195,33306,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:29.105801216,C4algUEvWagdvwg0k,192.168.1.195,45048,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:33.289263104,CEJmxi481RT6FyoJLi,192.168.1.195,32712,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 13:51:39.771804160,CoBlYs3BpQAa31aIdb,192.168.1.195,123,31.31.74.35,123,udp,,0 days 00:00:00.007498,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:25:31.778264064,CM7oFuY5XYu2FBCtl,192.168.1.195,51775,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:13.636338944,CLiOvh3bIgd6xd1f3h,192.168.1.195,2520,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:05.158874880,CHefb81oSDSSFk3ld9,162.248.88.215,62336,192.168.1.195,6669,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:52.693305088,CvbYOy4Hs4IfosZGq5,192.168.1.195,16112,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:23:49.203430912,CsPefc1yHItUrPjdta,192.168.1.195,62503,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:38.533076992,CxWpwE4c99W9aio9Pg,192.168.1.195,34336,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:45.118201856,C5ndqH2yggJZ89ttah,192.168.1.195,52504,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:00.588211968,CbNKIQ2pGY9QhTAhYc,162.248.88.215,62336,192.168.1.195,6669,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-21 00:22:35.773019136,C4lAymzKVkpFFMxBe,192.168.1.195,123,212.111.30.190,123,udp,,0 days 00:00:00.008248,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:26:20.342142976,CLOn7E4K1cgOYiYe0k,162.248.88.215,62336,192.168.1.195,81,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:46.350074880,CvtMmJ19BHOFasMkac,162.248.88.215,62336,192.168.1.195,990,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:28:53.175510016,CvPlvc133htbNrleX,192.168.1.195,47347,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:48.136329984,CPeHWJ1IRI1IdFHMm2,192.168.1.195,21123,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:09.461926912,CZCIsq1hYGTzWZ2ht1,192.168.1.195,22144,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:42.866022144,Cu3ODx3e7AsrqIRe6g,192.168.1.195,15468,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:50.253246976,COhOoW3Y5fjOgf08pe,192.168.1.195,28306,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:08.472433152,CpB5Kk31EiC19lR0L3,192.168.1.195,12810,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 07:13:51.774797824,Cz31HH1PBVEDLljhO5,192.168.1.195,123,89.221.210.188,123,udp,,0 days 00:00:00.004488,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:25:50.126619136,CbidSE4eUwQJECkhY8,192.168.1.195,6262,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 11:28:59.774216960,Ca2sOA36xvO1OPwT8d,192.168.1.195,123,5.1.56.123,123,udp,,0 days 00:00:00.005245,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 11:28:52.774103040,CvA0pPvgCfQ3KgFMh,192.168.1.195,123,81.2.254.32,123,udp,,0 days 00:00:00.005234,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:28:43.172894976,CRilT125zBi3OGpIt2,162.248.88.215,62336,192.168.1.195,53,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:22.366859008,CrsgTx2StC41PVZoOh,192.168.1.195,14896,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 08:52:13.774217984,C3ucx93wbUV4j7AjEj,192.168.1.195,123,31.31.74.35,123,udp,,0 days 00:00:00.000002,96,0,S0,,,0,D,2,152,0,0,-   Benign   -,-,Benign, -
2019-09-20 08:52:03.774131968,COGBYf3osdufDIW6U3,192.168.1.195,123,81.2.254.32,123,udp,,0 days 00:00:00.000003,96,0,S0,,,0,D,2,152,0,0,-   Benign   -,-,Benign, -
2019-09-20 04:50:26.771794944,CWHIxS2BNIcUMZDLlj,192.168.1.195,123,89.221.218.101,123,udp,,0 days 00:00:00.000004,96,0,S0,,,0,D,2,152,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:28.436750848,CdbdqlULb51mBVfzk,162.248.88.215,62336,192.168.1.195,6668,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:24:17.712877056,C9baKR2scfDq4vP8g3,192.168.1.195,40200,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:15.744002048,CD2wke4XpiVlV82LD,162.248.88.215,62336,192.168.1.195,53,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:26:00.729444096,CjYS2Q3UYZXPXfyNdc,162.248.88.215,62336,192.168.1.195,989,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:27:59.940336896,C9XZq8LWAmgaNGKS8,192.168.1.195,63585,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 16:48:59.776829952,CP3taF1qvLsMyDSIUb,192.168.1.195,123,89.221.218.101,123,udp,,0 days 00:00:00.007493,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:24:45.354003968,CXmkxV3mL8Iv01g099,162.248.88.215,62336,192.168.1.195,443,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 12:40:29.771843840,CHZCT53c7uwgxv23M3,192.168.1.195,123,212.111.30.190,123,udp,,0 days 00:00:00.008245,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:18:52.770737920,CrN5rW1oqycoSb2QNk,192.168.1.195,123,5.1.56.123,123,udp,,0 days 00:00:00.005485,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:27:11.431962112,CWnFD41iyeAxIrk9Tl,192.168.1.195,51420,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:55.927596032,CXJInD1kemsfDiKvAd,192.168.1.195,54425,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:36.687269888,CmRtZw209x8JIT5gt6,162.248.88.215,62336,192.168.1.195,6668,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:25:22.125946880,CoKDW31pxJtVTtwVb4,192.168.1.195,41364,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:02:29.770694144,C7MRMW2gfrJB7TBB2k,192.168.1.195,123,212.111.30.190,123,udp,,0 days 00:00:00.008262,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:28:00.494797056,CNSxWwQQ5NmNwNDB3,192.168.1.195,25690,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:23:51.255140096,CjmISh2RfK0BDAXo15,162.248.88.215,62336,192.168.1.195,25,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:25:03.283085056,CpUmqM1em6VhqK2I1f,162.248.88.215,62336,192.168.1.195,636,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:25:32.490642944,CzXwxm38O8OEGBU6k,192.168.1.195,5917,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:54.274245120,CDiyhR2qmLIpbaGeCc,192.168.1.195,21674,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:26:30.024933120,CKX3je27du3wEUM5kb,192.168.1.195,51156,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:24.671392000,CyCDCI2wpaO9Eh2456,192.168.1.195,62159,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:27.563591936,CbrLoQ22xpnEbB1Z1k,162.248.88.215,62336,192.168.1.195,445,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 22:24:21.852257024,CFiZlw1A9IieRP8lx7,192.168.1.195,22329,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:23:41.153539840,CQluq02sTV9jtyS8zh,192.168.1.195,55787,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:52.758770944,CEIEgZ3I2G7uLTwOCj,192.168.1.195,30376,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:25:53.936166912,CRnapd3vvATCov4aTg,162.248.88.215,62336,192.168.1.195,585,tcp,,,,,OTH,,,0,^c,0,0,0,0,-   Benign   -,-,Benign, -
2019-09-20 09:42:34.770417920,CXc2doWEnBdoKxRO,192.168.1.195,123,5.1.56.123,123,udp,,0 days 00:00:00.005249,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:26:14.789989120,CPF4ZH3OXNr94oI99l,192.168.1.195,38159,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:24:20.986205184,C81MR7hxpTy2L6Mqi,192.168.1.195,65063,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 07:07:00.774068224,CCvndQ3ECYvq1PiS9b,192.168.1.195,123,212.111.30.190,123,udp,,0 days 00:00:00.008496,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:25:32.630573056,CITZEs3J8Ny0pRESa,192.168.1.195,42990,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 18:13:59.777630208,Cwi5K21gmzeq0v340i,192.168.1.195,123,212.111.30.190,123,udp,,0 days 00:00:00.008248,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
2019-09-20 22:27:39.778680064,C2KSzZ35TpeLHJl8B2,192.168.1.195,56599,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 22:27:45.052226048,CcPCFm2yYaFFOWhWJk,192.168.1.195,30607,162.248.88.215,62336,tcp,,,,,OTH,,,0,C,0,0,0,0,-   Malicious   DDoS,-, Malicious, DDoS
2019-09-20 19:27:11.774497024,CF2cVy35S6m3WG3ob8,192.168.1.195,123,89.221.218.101,123,udp,,0 days 00:00:00.007748,96,96,SF,,,0,Dd,2,152,2,152,-   Benign   -,-,Benign, -
